Status,url,Country,Date,treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=357C,Monaco,"April 29, 1956",Madrid Agreement (Indications of Source)
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1954C,Montenegro,"June 3, 2006",Madrid Agreement (Indications of Source)
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=358C,Morocco,"July 30, 1917",Madrid Agreement (Indications of Source)
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=359C,New Zealand,"July 29, 1931",Madrid Agreement (Indications of Source)
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=360C,Poland,"December 10, 1928",Madrid Agreement (Indications of Source)
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=361C,Portugal,"October 31, 1893",Madrid Agreement (Indications of Source)
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=362C,Republic of Moldova,"April 5, 2001",Madrid Agreement (Indications of Source)
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=363C,San Marino,"September 25, 1960",Madrid Agreement (Indications of Source)
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1384C,Serbia,"May 18, 2000",Madrid Agreement (Indications of Source)
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=364C,Slovakia,"January 1, 1993",Madrid Agreement (Indications of Source)
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=365C,Spain,"July 15, 1892",Madrid Agreement (Indications of Source)
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=366C,Sri Lanka,"December 29, 1952",Madrid Agreement (Indications of Source)
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=367C,Sweden,"January 1, 1934",Madrid Agreement (Indications of Source)
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=368C,Switzerland,"July 15, 1892",Madrid Agreement (Indications of Source)
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=369C,Syrian Arab Republic,"September 1, 1924",Madrid Agreement (Indications of Source)
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=370C,Tunisia,"July 15, 1892",Madrid Agreement (Indications of Source)
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=371C,Turkey,"August 21, 1930",Madrid Agreement (Indications of Source)
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=372C,United Kingdom,"July 15, 1892",Madrid Agreement (Indications of Source)
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1333C,Algeria,"August 16, 1984",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1334C,Argentina,"January 10, 1986",Nairobi Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1579C,Austria,,Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=3837C,Azerbaijan,"September 20, 2010",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1335C,Barbados,"February 28, 1986",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1336C,Belarus,"December 25, 1991",Nairobi Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1580C,Benin,,Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2431C,Bolivia (Plurinational State of),"August 11, 1985",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=10231C,Bosnia and Herzegovina,"February 24, 2012",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1338C,Brazil,"August 10, 1984",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1339C,Bulgaria,"May 6, 1984",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1340C,Chile,"December 14, 1983",Nairobi Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1581C,Colombia,,Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1341C,Congo,"March 8, 1983",Nairobi Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1582C,Côte d'Ivoire,,Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1805C,Croatia,"November 20, 2004",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1342C,Cuba,"October 21, 1984",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1343C,Cyprus,"August 11, 1985",Nairobi Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1583C,Czech Republic,,Nairobi Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1584C,Democratic People's Republic of Korea,,Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1344C,Egypt,"October 1, 1982",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1345C,El Salvador,"October 14, 1984",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1346C,Equatorial Guinea,"September 25, 1982",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1934C,Estonia,"June 30, 2006",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1347C,Ethiopia,"September 25, 1982",Nairobi Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1585C,Ghana,,Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1348C,Greece,"August 29, 1983",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1349C,Guatemala,"February 21, 1983",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1586C,Hungary,"December 28, 2008",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1350C,India,"October 19, 1983",Nairobi Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1587C,Indonesia,,Nairobi Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1588C,Israel,,Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1351C,Italy,"October 25, 1985",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1352C,Jamaica,"March 17, 1984",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=7913C,Kazakhstan,"March 9, 2011",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1353C,Kenya,"September 25, 1982",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1804C,Kyrgyzstan,"November 18, 2004",Nairobi Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1589C,Madagascar,,Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1354C,Mexico,"May 16, 1985",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1598C,Mongolia,"August 25, 2002",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1961C,Montenegro,"June 3, 2006",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1355C,Morocco,"November 11, 1993",Nairobi Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1590C,New Zealand,,Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1356C,Oman,"March 26, 1986",Nairobi Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1591C,Peru,,Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1357C,Poland,"November 22, 1996",Nairobi Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1592C,Portugal,,Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1358C,Qatar,"July 23, 1983",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1359C,Republic of Moldova,"December 25, 1991",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1593C,Romania,"July 20, 2005",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1360C,Russian Federation,"April 17, 1986",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1361C,San Marino,"March 18, 1986",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1362C,Senegal,"August 6, 1984",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1396C,Serbia,"March 18, 2000",Nairobi Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=10265C,Slovakia,,Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1363C,Slovenia,"May 14, 1998",Nairobi Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1594C,Spain,,Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1364C,Sri Lanka,"February 19, 1984",Nairobi Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1595C,Switzerland,,Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1365C,Syrian Arab Republic,"April 13, 1984",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1366C,Tajikistan,"December 25, 1991",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1367C,Togo,"December 8, 1983",Nairobi Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1596C,Trinidad and Tobago,,Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1368C,Tunisia,"May 21, 1983",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1369C,Uganda,"October 21, 1983",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1370C,Ukraine,"December 20, 1998",Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1371C,Uruguay,"April 16, 1984",Nairobi Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1597C,Zambia,,Nairobi Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=179C,Albania,"October 4, 1995",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=180C,Algeria,"March 1, 1966",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1751C,Andorra,"June 2, 2004",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2007C,Angola,"December 27, 2007",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1758C,Antigua and Barbuda,"March 17, 2000",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=182C,Argentina,"February 10, 1967",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=183C,Armenia,"December 25, 1991",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=184C,Australia,"October 10, 1925",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=185C,Austria,"January 1, 1909",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=186C,Azerbaijan,"December 25, 1995",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=187C,Bahamas,"July 10, 1973",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=188C,Bahrain,"October 29, 1997",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=202C,Bangladesh,"March 3, 1991",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=190C,Barbados,"March 12, 1985",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=191C,Belarus,"December 25, 1991",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=192C,Belgium,"July 7, 1884",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=193C,Belize,"June 17, 2000",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=194C,Benin,"January 10, 1967",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=195C,Bhutan,"August 4, 2000",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2427C,Bolivia (Plurinational State of),"November 4, 1993",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=197C,Bosnia and Herzegovina,"March 1, 1992",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=198C,Botswana,"April 15, 1998",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=199C,Brazil,"July 7, 1884",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=10038C,Brunei Darussalam,"February 17, 2012",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=200C,Bulgaria,"June 13, 1921",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=201C,Burkina Faso,"November 19, 1963",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=189C,Burundi,"September 3, 1977",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=203C,Cambodia,"September 22, 1998",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=204C,Cameroon,"May 10, 1964",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=205C,Canada,"September 1, 1923",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=206C,Central African Republic,"November 19, 1963",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=207C,Chad,"November 19, 1963",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=208C,Chile,"June 14, 1991",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=209C,China,"March 19, 1985",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1752C,Colombia,"September 3, 1996",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1818C,Comoros,"April 3, 2005",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=210C,Congo,"September 2, 1963",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=211C,Costa Rica,"October 31, 1995",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=216C,Côte d'Ivoire,"October 23, 1963",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=212C,Croatia,"October 8, 1991",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=213C,Cuba,"November 17, 1904",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=214C,Cyprus,"January 17, 1966",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=215C,Czech Republic,"January 1, 1993",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=217C,Democratic People's Republic of Korea,"June 10, 1980",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=218C,Democratic Republic of the Congo,"January 31, 1975",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=219C,Denmark,"October 1, 1894",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=220C,Djibouti,"May 13, 2002",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=221C,Dominica,"August 7, 1999",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=222C,Dominican Republic,"July 11, 1890",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=223C,Ecuador,"June 22, 1999",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=224C,Egypt,"July 1, 1951",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=225C,El Salvador,"February 19, 1994",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=226C,Equatorial Guinea,"June 26, 1997",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=227C,Estonia,"August 24, 1994",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=228C,Finland,"September 20, 1921",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=229C,France,"July 7, 1884",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=230C,Gabon,"February 29, 1964",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=231C,Gambia,"January 21, 1992",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=232C,Georgia,"December 25, 1991",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=233C,Germany,"May 1, 1903",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=234C,Ghana,"September 28, 1976",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=235C,Greece,"October 2, 1924",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=236C,Grenada,"September 22, 1998",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=237C,Guatemala,"August 18, 1998",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=238C,Guinea,"February 5, 1982",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=239C,Guinea-Bissau,"June 28, 1988",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=240C,Guyana,"October 25, 1994",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=241C,Haiti,"July 1, 1958",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=242C,Holy See,"September 29, 1960",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=243C,Honduras,"February 4, 1994",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=244C,Hungary,"January 1, 1909",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=245C,Iceland,"May 5, 1962",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=246C,India,"December 7, 1998",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=247C,Indonesia,"December 24, 1950",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=248C,Iran (Islamic Republic of),"December 16, 1959",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=249C,Iraq,"January 24, 1976",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=250C,Ireland,"December 4, 1925",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=251C,Israel,"March 24, 1950",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=252C,Italy,"July 7, 1884",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=253C,Jamaica,"December 24, 1999",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=254C,Japan,"July 15, 1899",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=255C,Jordan,"July 17, 1972",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=256C,Kazakhstan,"December 25, 1991",Paris Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=257C,Kenya,"June 14, 1965",Paris Convention
